year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2006,Alaska,Emotional disturbance,726,218,14,76,22,396,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Orthopedic impairments,72,19,NA,NA,NA,44,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Other health impairments,1652,473,58,109,63,949,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Specific learning disabilities,7545,2640,281,471,342,3811,7545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Deaf-blindness,10,5,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Multiple disabilities,395,153,14,18,7,203,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Autism,454,62,25,18,26,323,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Traumatic brain injury,68,19,NA,NA,NA,39,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,Developmental delay,1013,375,48,69,50,471,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,All disabilities,15773,5423,680,913,662,8095,15773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Mental retardation,689,244,44,38,45,281,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Hearing impairments,145,40,17,NA,NA,69,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Speech or language impairments,2749,960,135,92,135,1290,2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Visual impairments,37,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Emotional disturbance,732,178,8,54,41,389,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Orthopedic impairments,71,19,NA,5,NA,36,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Other health impairments,1733,451,57,97,82,940,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Specific learning disabilities,7410,2404,294,362,467,3395,6922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Deaf-blindness,8,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Multiple disabilities,390,145,15,17,15,175,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Autism,507,58,23,15,39,339,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Traumatic brain injury,65,16,NA,NA,NA,35,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,Developmental delay,1045,347,48,45,73,447,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,All disabilities,15581,4876,649,732,922,7420,14599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Alaska,Mental retardation,638,NA,NA,NA,NA,NA,NA,33,227,26,30,NA,NA,NA,638,NA,NA,NA
2008,Alaska,Hearing impairments,152,NA,NA,NA,NA,NA,NA,11,38,11,NA,9,74,NA,152,NA,NA,NA
2008,Alaska,Speech or language impairments,2723,NA,NA,NA,NA,NA,NA,NA,884,92,NA,42,1288,190,2723,NA,NA,NA
2008,Alaska,Visual impairments,43,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,43,NA,NA,NA
2008,Alaska,Emotional disturbance,754,NA,NA,NA,NA,NA,NA,40,178,NA,45,NA,393,81,754,NA,NA,NA
2008,Alaska,Orthopedic impairments,66,NA,NA,NA,NA,NA,NA,5,14,NA,NA,NA,NA,NA,66,NA,NA,NA
2008,Alaska,Other health impairments,1869,NA,NA,NA,NA,NA,NA,98,460,35,96,14,1005,161,1869,NA,NA,NA
2008,Alaska,Specific learning disabilities,7450,NA,NA,NA,NA,NA,NA,503,2326,NA,NA,135,3400,543,7450,NA,NA,NA
2008,Alaska,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,5,NA,NA,NA
2008,Alaska,Multiple disabilities,386,NA,NA,NA,NA,NA,NA,12,146,10,17,NA,NA,32,386,NA,NA,NA
2008,Alaska,Autism,575,NA,NA,NA,NA,NA,NA,40,62,21,NA,NA,NA,43,575,NA,NA,NA
2008,Alaska,Traumatic brain injury,48,NA,NA,NA,NA,NA,NA,NA,10,0,5,0,NA,NA,48,NA,NA,NA
2008,Alaska,Developmental delay,1012,NA,NA,NA,NA,NA,NA,78,315,39,44,15,431,90,1012,NA,NA,NA
2008,Alaska,All disabilities,15721,NA,NA,NA,NA,NA,NA,NA,4671,NA,NA,246,7506,1193,15721,NA,NA,NA
2009,Alaska,Mental retardation,629,NA,NA,NA,NA,NA,NA,37,204,29,38,17,NA,44,NA,7,NA,NA
2009,Alaska,Hearing impairments,150,NA,NA,NA,NA,NA,NA,12,41,12,NA,7,70,NA,150,7,NA,NA
2009,Alaska,Speech or language impairments,2637,NA,NA,NA,NA,NA,NA,142,811,101,90,48,1294,151,2637,7,NA,NA
2009,Alaska,Visual impairments,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,41,7,NA,NA
2009,Alaska,Emotional disturbance,725,NA,NA,NA,NA,NA,NA,33,165,9,53,6,380,79,725,7,NA,NA
2009,Alaska,Orthopedic impairments,67,NA,NA,NA,NA,NA,NA,6,14,NA,NA,NA,36,NA,67,7,NA,NA
2009,Alaska,Other health impairments,2015,NA,NA,NA,NA,NA,NA,111,518,41,123,21,1078,123,2015,7,NA,NA
2009,Alaska,Specific learning disabilities,7488,NA,NA,NA,NA,NA,NA,500,2382,223,363,NA,3362,504,NA,7,NA,NA
2009,Alaska,Deaf-blindness,8,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,5,0,NA,7,NA,NA
2009,Alaska,Multiple disabilities,398,NA,NA,NA,NA,NA,NA,21,147,17,17,6,165,25,398,7,NA,NA
2009,Alaska,Autism,648,NA,NA,NA,NA,NA,NA,46,75,27,NA,NA,433,47,648,7,NA,NA
2009,Alaska,Traumatic brain injury,46,NA,NA,NA,NA,NA,NA,NA,10,0,6,0,24,NA,NA,7,NA,NA
2009,Alaska,Developmental delay,1054,NA,NA,NA,NA,NA,NA,73,292,49,51,17,474,98,1054,7,NA,NA
2009,Alaska,All disabilities,15906,NA,NA,NA,NA,NA,NA,985,4669,513,767,NA,NA,1084,15906,7,NA,NA
2010,Alaska,Mental retardation,618,NA,NA,NA,NA,NA,NA,39,203,26,39,15,251,45,618,NA,NA,NA
2010,Alaska,Hearing impairments,150,NA,NA,NA,NA,NA,NA,9,47,17,NA,6,66,NA,150,NA,NA,NA
2010,Alaska,Speech or language impairments,2557,NA,NA,NA,NA,NA,NA,146,742,98,78,44,1248,201,2557,NA,NA,NA
2010,Alaska,Visual impairments,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,NA,40,NA,NA,NA
2010,Alaska,Emotional disturbance,723,NA,NA,NA,NA,NA,NA,37,171,10,52,6,370,77,723,NA,NA,NA
2010,Alaska,Orthopedic impairments,68,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,41,NA,68,NA,NA,NA
2010,Alaska,Other health impairments,2122,NA,NA,NA,NA,NA,NA,114,518,36,114,22,1153,165,2122,NA,NA,NA
2010,Alaska,Specific learning disabilities,7445,NA,NA,NA,NA,NA,NA,513,2346,228,376,NA,3240,578,NA,NA,NA,NA
2010,Alaska,Deaf-blindness,8,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,5,0,NA,NA,NA,NA
2010,Alaska,Multiple disabilities,394,NA,NA,NA,NA,NA,NA,18,150,14,13,6,164,29,394,NA,NA,NA
2010,Alaska,Autism,737,NA,NA,NA,NA,NA,NA,54,82,35,NA,NA,491,49,737,NA,NA,NA
2010,Alaska,Traumatic brain injury,43,NA,NA,NA,NA,NA,NA,NA,10,0,6,0,22,NA,43,NA,NA,NA
2010,Alaska,Developmental delay,1039,NA,NA,NA,NA,NA,NA,69,291,45,39,12,475,108,1039,NA,NA,NA
2010,Alaska,All disabilities,15944,NA,NA,NA,NA,NA,NA,1004,4584,515,743,282,7550,1266,15944,NA,NA,NA
2011,Alaska,Intellectual disabilities,614,NA,NA,NA,NA,NA,NA,42,206,29,37,20,239,41,614,NA,NA,NA
2011,Alaska,Hearing impairments,145,NA,NA,NA,NA,NA,NA,9,45,19,NA,7,57,NA,145,NA,NA,NA
2011,Alaska,Speech or language impairments,2447,NA,NA,NA,NA,NA,NA,147,685,91,69,40,1193,222,2447,NA,NA,NA
2011,Alaska,Visual impairments,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
2011,Alaska,Emotional disturbance,669,NA,NA,NA,NA,NA,NA,29,154,8,59,NA,339,73,NA,NA,NA,NA
2011,Alaska,Orthopedic impairments,65,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,36,NA,65,NA,NA,NA
2011,Alaska,Other health impairments,2220,NA,NA,NA,NA,NA,NA,135,561,33,113,22,1167,189,2220,NA,NA,NA
2011,Alaska,Specific learning disabilities,7407,NA,NA,NA,NA,NA,NA,530,2392,226,370,NA,3093,601,NA,NA,NA,NA
2011,Alaska,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,5,NA,NA,NA
2011,Alaska,Multiple disabilities,399,NA,NA,NA,NA,NA,NA,22,153,14,17,7,159,27,399,NA,NA,NA
2011,Alaska,Autism,836,NA,NA,NA,NA,NA,NA,67,98,44,24,7,534,62,836,NA,NA,NA
2011,Alaska,Traumatic brain injury,49,NA,NA,NA,NA,NA,NA,NA,12,0,NA,0,26,6,49,NA,NA,NA
2011,Alaska,Developmental delay,996,NA,NA,NA,NA,NA,NA,65,295,40,44,19,424,109,996,NA,NA,NA
2011,Alaska,All disabilities,15889,NA,NA,NA,NA,NA,NA,1051,4624,511,742,327,7290,1344,15889,NA,NA,NA
2012,Alaska,All Disabilities,15843,NA,NA,NA,NA,NA,NA,1095,4595,542,740,334,7095,1442,NA,NA,2372,13471
2012,Alaska,Autism,925,NA,NA,NA,NA,NA,NA,72,115,54,30,8,574,72,NA,NA,NA,NA
2012,Alaska,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,0,2,0,0,1,2,0,NA,NA,NA,NA
2012,Alaska,Developmental delay (valid only for children ages 3-9 when defined by state),1029,NA,NA,NA,NA,NA,NA,79,288,36,39,23,457,107,NA,NA,NA,NA
2012,Alaska,Emotional disturbance,671,NA,NA,NA,NA,NA,NA,26,151,9,48,8,347,82,NA,NA,NA,NA
2012,Alaska,Hearing impairment,161,NA,NA,NA,NA,NA,NA,11,44,24,3,9,59,11,NA,NA,NA,NA
2012,Alaska,Intellectual disability,579,NA,NA,NA,NA,NA,NA,38,201,27,32,17,220,44,NA,NA,NA,NA
2012,Alaska,Multiple disabilities,409,NA,NA,NA,NA,NA,NA,16,157,15,13,7,172,29,NA,NA,NA,NA
2012,Alaska,Orthopedic impairment,66,NA,NA,NA,NA,NA,NA,4,12,7,2,2,34,5,NA,NA,NA,NA
2012,Alaska,Other health impairment,2381,NA,NA,NA,NA,NA,NA,164,579,32,116,20,1244,226,NA,NA,NA,NA
2012,Alaska,Specific learning disability,7182,NA,NA,NA,NA,NA,NA,537,2338,231,383,192,2854,647,NA,NA,NA,NA
2012,Alaska,Speech or language impairment,2360,NA,NA,NA,NA,NA,NA,146,692,105,68,47,1091,211,NA,NA,NA,NA
2012,Alaska,Traumatic brain injury,39,NA,NA,NA,NA,NA,NA,0,10,0,5,0,20,4,NA,NA,NA,NA
2012,Alaska,Visual impairment,36,NA,NA,NA,NA,NA,NA,2,6,2,1,0,21,4,NA,NA,NA,NA
2013,Alaska,All Disabilities,15858,NA,NA,NA,NA,NA,NA,1098,4691,560,679,350,6950,1530,NA,NA,2403,13455
2013,Alaska,Autism,1004,NA,NA,NA,NA,NA,NA,70,116,64,36,9,622,87,NA,NA,66,938
2013,Alaska,Deaf-blindness,4,NA,NA,NA,NA,NA,NA,0,2,0,0,1,1,0,NA,NA,0,4
2013,Alaska,Developmental delay (valid only for children ages 3-9 when defined by state),1038,NA,NA,NA,NA,NA,NA,80,318,33,37,21,427,122,NA,NA,145,893
2013,Alaska,Emotional disturbance,643,NA,NA,NA,NA,NA,NA,40,154,9,40,9,314,77,NA,NA,40,603
2013,Alaska,Hearing impairment,162,NA,NA,NA,NA,NA,NA,15,43,20,5,10,56,13,NA,NA,26,136
2013,Alaska,Intellectual disability,598,NA,NA,NA,NA,NA,NA,43,209,28,26,19,217,56,NA,NA,121,477
2013,Alaska,Multiple disabilities,432,NA,NA,NA,NA,NA,NA,21,154,17,15,9,182,34,NA,NA,47,385
2013,Alaska,Orthopedic impairment,61,NA,NA,NA,NA,NA,NA,3,13,4,2,2,32,5,NA,NA,5,56
2013,Alaska,Other health impairment,2445,NA,NA,NA,NA,NA,NA,158,609,42,115,20,1259,242,NA,NA,151,2294
2013,Alaska,Specific learning disability,7089,NA,NA,NA,NA,NA,NA,514,2394,230,341,203,2744,663,NA,NA,1443,5646
2013,Alaska,Speech or language impairment,2293,NA,NA,NA,NA,NA,NA,150,659,110,56,47,1051,220,NA,NA,353,1940
2013,Alaska,Traumatic brain injury,47,NA,NA,NA,NA,NA,NA,1,14,1,4,0,20,7,NA,NA,3,44
2013,Alaska,Visual impairment,42,NA,NA,NA,NA,NA,NA,3,6,2,2,0,25,4,NA,NA,3,39
2014,Alaska,All Disabilities,15989,NA,NA,NA,NA,NA,NA,1137,4698,567,653,365,6912,1657,NA,NA,2468,13521
2014,Alaska,Autism,1089,NA,NA,NA,NA,NA,NA,75,132,68,30,12,663,109,NA,NA,77,1012
2014,Alaska,Deaf-blindness,4,NA,NA,NA,NA,NA,NA,0,2,0,0,1,1,0,NA,NA,0,4
2014,Alaska,Developmental delay,1130,NA,NA,NA,NA,NA,NA,81,340,44,41,23,470,131,NA,NA,161,969
2014,Alaska,Emotional disturbance,662,NA,NA,NA,NA,NA,NA,40,176,10,31,10,320,75,NA,NA,53,609
2014,Alaska,Hearing impairment,159,NA,NA,NA,NA,NA,NA,13,39,23,6,10,59,9,NA,NA,23,136
2014,Alaska,Intellectual disability,613,NA,NA,NA,NA,NA,NA,44,232,31,28,18,203,57,NA,NA,127,486
2014,Alaska,Multiple disabilities,446,NA,NA,NA,NA,NA,NA,23,161,17,13,10,178,44,NA,NA,51,395
2014,Alaska,Orthopedic impairment,61,NA,NA,NA,NA,NA,NA,1,12,5,4,3,31,5,NA,NA,7,54
2014,Alaska,Other health impairment,2499,NA,NA,NA,NA,NA,NA,160,622,45,121,15,1256,280,NA,NA,159,2340
2014,Alaska,Specific learning disability,7019,NA,NA,NA,NA,NA,NA,551,2315,227,331,220,2687,688,NA,NA,1474,5545
2014,Alaska,Speech or language impairment,2218,NA,NA,NA,NA,NA,NA,144,646,94,42,43,997,252,NA,NA,333,1885
2014,Alaska,Traumatic brain injury,49,NA,NA,NA,NA,NA,NA,2,14,2,4,0,23,4,NA,NA,2,47
2014,Alaska,Visual impairment,40,NA,NA,NA,NA,NA,NA,3,7,1,2,0,24,3,NA,NA,1,39
2015,Alaska,All Disabilities,16275,NA,NA,NA,NA,NA,NA,1176,4692,561,630,387,6975,1854,NA,NA,2502,13773
2015,Alaska,Autism,1207,NA,NA,NA,NA,NA,NA,84,139,72,36,14,730,132,NA,NA,81,1126
2015,Alaska,Deaf-blindness,2,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,NA,0,2
2015,Alaska,Developmental delay,1114,NA,NA,NA,NA,NA,NA,81,361,37,45,24,398,168,NA,NA,163,951
2015,Alaska,Emotional disturbance,665,NA,NA,NA,NA,NA,NA,36,172,7,29,14,321,86,NA,NA,58,607
2015,Alaska,Hearing impairment,165,NA,NA,NA,NA,NA,NA,15,43,19,7,13,57,11,NA,NA,23,142
2015,Alaska,Intellectual disability,606,NA,NA,NA,NA,NA,NA,43,217,29,25,23,215,54,NA,NA,118,488
2015,Alaska,Multiple disabilities,467,NA,NA,NA,NA,NA,NA,25,153,20,14,10,189,56,NA,NA,50,417
2015,Alaska,Orthopedic impairment,63,NA,NA,NA,NA,NA,NA,1,10,6,3,3,35,5,NA,NA,5,58
2015,Alaska,Other health impairment,2499,NA,NA,NA,NA,NA,NA,156,628,40,116,14,1229,316,NA,NA,169,2330
2015,Alaska,Specific learning disability,7146,NA,NA,NA,NA,NA,NA,570,2367,232,301,236,2694,746,NA,NA,1520,5626
2015,Alaska,Speech or language impairment,2257,NA,NA,NA,NA,NA,NA,160,583,93,48,36,1065,272,NA,NA,311,1946
2015,Alaska,Traumatic brain injury,43,NA,NA,NA,NA,NA,NA,2,8,2,3,0,23,5,NA,NA,2,41
2015,Alaska,Visual impairment,41,NA,NA,NA,NA,NA,NA,3,10,3,3,0,19,3,NA,NA,2,39
2016,Alaska,All Disabilities,16490,NA,NA,NA,NA,NA,NA,1173,4720,580,608,399,6993,2017,NA,NA,2484,14006
2016,Alaska,Autism,1325,NA,NA,NA,NA,NA,NA,81,166,82,39,14,766,177,NA,NA,88,1237
2016,Alaska,Deaf-blindness,3,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,NA,NA,0,3
2016,Alaska,Developmental delay,1188,NA,NA,NA,NA,NA,NA,78,377,38,32,31,437,195,NA,NA,168,1020
2016,Alaska,Emotional disturbance,663,NA,NA,NA,NA,NA,NA,40,170,7,18,14,322,92,NA,NA,59,604
2016,Alaska,Hearing impairment,146,NA,NA,NA,NA,NA,NA,11,42,11,9,12,48,13,NA,NA,17,129
2016,Alaska,Intellectual disability,586,NA,NA,NA,NA,NA,NA,37,220,34,27,21,196,51,NA,NA,130,456
2016,Alaska,Multiple disabilities,495,NA,NA,NA,NA,NA,NA,33,156,23,19,13,202,49,NA,NA,56,439
2016,Alaska,Orthopedic impairment,58,NA,NA,NA,NA,NA,NA,1,10,6,0,2,34,5,NA,NA,4,54
2016,Alaska,Other health impairment,2553,NA,NA,NA,NA,NA,NA,175,616,50,118,14,1228,352,NA,NA,186,2367
2016,Alaska,Specific learning disability,7129,NA,NA,NA,NA,NA,NA,560,2343,233,295,232,2653,813,NA,NA,1468,5661
2016,Alaska,Speech or language impairment,2269,NA,NA,NA,NA,NA,NA,154,602,90,45,45,1071,262,NA,NA,302,1967
2016,Alaska,Traumatic brain injury,38,NA,NA,NA,NA,NA,NA,1,8,2,4,0,19,4,NA,NA,1,37
2016,Alaska,Visual impairment,37,NA,NA,NA,NA,NA,NA,2,10,3,2,1,16,3,NA,NA,5,32
2017,Alaska,All Disabilities,16718,NA,NA,NA,NA,NA,NA,1187,4733,584,569,418,7045,2182,NA,NA,2496,14222
2017,Alaska,Autism,1380,NA,NA,NA,NA,NA,NA,94,168,88,39,24,774,193,NA,NA,105,1275
2017,Alaska,Deaf-blindness,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,NA,NA,0,4
2017,Alaska,Developmental delay,1208,NA,NA,NA,NA,NA,NA,82,359,38,37,41,464,187,NA,NA,171,1037
2017,Alaska,Emotional disturbance,707,NA,NA,NA,NA,NA,NA,39,163,4,18,11,358,114,NA,NA,43,664
2017,Alaska,Hearing impairment,162,NA,NA,NA,NA,NA,NA,9,46,10,8,14,59,16,NA,NA,19,143
2017,Alaska,Intellectual disability,581,NA,NA,NA,NA,NA,NA,40,232,33,22,20,177,57,NA,NA,127,454
2017,Alaska,Multiple disabilities,545,NA,NA,NA,NA,NA,NA,33,166,26,23,19,215,63,NA,NA,60,485
2017,Alaska,Orthopedic impairment,60,NA,NA,NA,NA,NA,NA,1,12,4,1,1,34,7,NA,NA,4,56
2017,Alaska,Other health impairment,2631,NA,NA,NA,NA,NA,NA,175,647,54,114,22,1243,376,NA,NA,202,2429
2017,Alaska,Specific learning disability,7075,NA,NA,NA,NA,NA,NA,554,2312,240,266,226,2600,877,NA,NA,1459,5616
2017,Alaska,Speech or language impairment,2292,NA,NA,NA,NA,NA,NA,155,606,82,36,40,1089,284,NA,NA,300,1992
2017,Alaska,Traumatic brain injury,33,NA,NA,NA,NA,NA,NA,1,8,2,3,0,15,4,NA,NA,1,32
2017,Alaska,Visual impairment,40,NA,NA,NA,NA,NA,NA,3,13,2,2,0,17,3,NA,NA,5,35
2018,Alaska,All Disabilities,17002,NA,NA,NA,NA,NA,NA,1193,4742,610,535,447,7197,2278,NA,NA,2406,14596
2018,Alaska,Autism,1451,NA,NA,NA,NA,NA,NA,107,184,90,35,25,802,208,NA,NA,114,1337
2018,Alaska,Deaf-blindness,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,NA,NA,0,3
2018,Alaska,Developmental delay,1251,NA,NA,NA,NA,NA,NA,87,361,49,37,49,471,197,NA,NA,175,1076
2018,Alaska,Emotional disturbance,745,NA,NA,NA,NA,NA,NA,41,175,4,20,12,372,121,NA,NA,51,694
2018,Alaska,Hearing impairment,161,NA,NA,NA,NA,NA,NA,8,46,11,7,12,60,17,NA,NA,23,138
2018,Alaska,Intellectual disability,568,NA,NA,NA,NA,NA,NA,37,230,32,19,21,170,59,NA,NA,126,442
2018,Alaska,Multiple disabilities,576,NA,NA,NA,NA,NA,NA,42,175,29,24,18,220,68,NA,NA,66,510
2018,Alaska,Orthopedic impairment,52,NA,NA,NA,NA,NA,NA,1,10,3,1,1,26,10,NA,NA,3,49
2018,Alaska,Other health impairment,2662,NA,NA,NA,NA,NA,NA,180,650,47,111,21,1257,396,NA,NA,202,2460
2018,Alaska,Specific learning disability,7026,NA,NA,NA,NA,NA,NA,523,2297,250,238,226,2587,905,NA,NA,1361,5665
2018,Alaska,Speech or language impairment,2422,NA,NA,NA,NA,NA,NA,161,586,91,38,60,1201,285,NA,NA,273,2149
2018,Alaska,Traumatic brain injury,36,NA,NA,NA,NA,NA,NA,3,10,1,3,0,11,8,NA,NA,3,33
2018,Alaska,Visual impairment,49,NA,NA,NA,NA,NA,NA,3,17,2,2,2,19,4,NA,NA,9,40
2005,American Samoa,Mental retardation,24,0,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Hearing impairments,13,0,13,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Speech or language impairments,19,NA,NA,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Visual impairments,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Emotional disturbance,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Orthopedic impairments,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Other health impairments,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Specific learning disabilities,1028,0,NA,0,0,NA,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Multiple disabilities,27,0,27,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Autism,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Traumatic brain injury,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,Developmental delay,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,American Samoa,All disabilities,1131,0,1126,0,0,5,1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Mental retardation,26,NA,NA,0,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Hearing impairments,16,0,16,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Speech or language impairments,26,NA,NA,0,0,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Visual impairments,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Emotional disturbance,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Orthopedic impairments,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Other health impairments,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Specific learning disabilities,957,0,NA,0,0,NA,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Multiple disabilities,25,0,25,0,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Autism,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Traumatic brain injury,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,Developmental delay,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,American Samoa,All disabilities,1068,0,1060,0,0,8,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Mental retardation,22,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Hearing impairments,12,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Speech or language impairments,19,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Visual impairments,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Emotional disturbance,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Orthopedic impairments,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Other health impairments,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Specific learning disabilities,906,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Deaf-blindness,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Multiple disabilities,29,0,29,0,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Autism,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,American Samoa,Traumatic brain injury,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
