year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2018,Alaska,TBI,36,10,1,3,3,11,36,8,3,33
2018,Alaska,VI,49,17,4,2,3,19,49,4,9,40
2005,American Samoa,ID,24,0,NA,NA,0,NA,24,NA,NA,NA
2005,American Samoa,HI,13,0,13,0,0,0,13,NA,NA,NA
2005,American Samoa,SLI,19,NA,NA,0,0,0,19,NA,NA,NA
2005,American Samoa,VI,NA,0,NA,0,0,NA,NA,NA,NA,NA
2005,American Samoa,ED,0,0,0,NA,0,0,0,NA,NA,NA
2005,American Samoa,OI,NA,0,NA,0,NA,NA,NA,NA,NA,NA
2005,American Samoa,OHI,NA,NA,NA,0,0,0,NA,NA,NA,NA
2005,American Samoa,SLD,1028,0,NA,0,0,NA,1028,NA,NA,NA
2005,American Samoa,DB,NA,0,NA,0,0,0,NA,NA,NA,NA
2005,American Samoa,MI,27,0,27,0,0,0,27,NA,NA,NA
2005,American Samoa,Aut,NA,0,NA,0,0,0,NA,NA,NA,NA
2005,American Samoa,TBI,0,0,0,0,NA,0,0,NA,NA,NA
2005,American Samoa,DD,0,0,0,0,0,NA,0,NA,NA,NA
2005,American Samoa,All disabilities,1131,0,1126,0,0,5,1131,NA,NA,NA
2006,American Samoa,ID,26,NA,NA,0,NA,NA,26,NA,NA,NA
2006,American Samoa,HI,16,0,16,0,0,0,16,NA,NA,NA
2006,American Samoa,SLI,26,NA,NA,0,0,NA,26,NA,NA,NA
2006,American Samoa,VI,NA,0,NA,NA,0,0,NA,NA,NA,NA
2006,American Samoa,ED,0,0,0,0,0,0,0,NA,NA,NA
2006,American Samoa,OI,NA,0,NA,0,NA,NA,NA,NA,NA,NA
2006,American Samoa,OHI,0,NA,0,0,0,0,0,NA,NA,NA
2006,American Samoa,SLD,957,0,NA,0,0,NA,957,NA,NA,NA
2006,American Samoa,DB,NA,0,NA,0,0,0,NA,NA,NA,NA
2006,American Samoa,MI,25,0,25,0,0,0,25,NA,NA,NA
2006,American Samoa,Aut,NA,0,NA,0,0,0,NA,NA,NA,NA
2006,American Samoa,TBI,0,0,0,NA,0,0,0,NA,NA,NA
2006,American Samoa,DD,0,0,0,0,0,NA,0,NA,NA,NA
2006,American Samoa,All disabilities,1068,0,1060,0,0,8,1068,NA,NA,NA
2007,American Samoa,ID,22,0,NA,NA,0,0,0,NA,NA,NA
2007,American Samoa,HI,12,NA,NA,0,0,0,0,NA,NA,NA
2007,American Samoa,SLI,19,0,NA,0,0,NA,0,NA,NA,NA
2007,American Samoa,VI,NA,NA,NA,0,0,NA,0,NA,NA,NA
2007,American Samoa,ED,0,0,0,0,0,0,0,NA,NA,NA
2007,American Samoa,OI,0,NA,NA,NA,NA,0,0,NA,NA,NA
2007,American Samoa,OHI,0,0,0,0,0,0,0,NA,NA,NA
2007,American Samoa,SLD,906,0,NA,0,0,NA,0,NA,NA,NA
2007,American Samoa,DB,NA,0,NA,0,NA,0,0,NA,NA,NA
2007,American Samoa,MI,29,0,29,0,0,0,29,NA,NA,NA
2007,American Samoa,Aut,NA,NA,NA,0,0,0,0,NA,NA,NA
2007,American Samoa,TBI,NA,NA,NA,NA,0,0,0,NA,NA,NA
2007,American Samoa,DD,0,NA,NA,NA,0,NA,0,NA,NA,NA
2007,American Samoa,All disabilities,1002,0,NA,0,0,NA,0,NA,NA,NA
2008,American Samoa,ID,23,0,23,0,0,0,23,0,NA,NA
2008,American Samoa,HI,13,0,13,0,0,0,13,0,NA,NA
2008,American Samoa,SLI,75,0,75,0,0,0,75,0,NA,NA
2008,American Samoa,VI,NA,0,0,0,NA,0,NA,0,NA,NA
2008,American Samoa,ED,0,0,0,0,0,0,0,0,NA,NA
2008,American Samoa,OI,0,0,0,0,0,0,0,0,NA,NA
2008,American Samoa,OHI,0,0,0,0,0,0,0,0,NA,NA
2008,American Samoa,SLD,833,0,833,0,0,0,833,0,NA,NA
2008,American Samoa,DB,8,0,8,0,0,0,8,0,NA,NA
2008,American Samoa,MI,26,0,26,0,0,0,26,0,NA,NA
2008,American Samoa,Aut,NA,0,0,0,NA,0,NA,0,NA,NA
2008,American Samoa,TBI,0,0,0,0,0,0,0,0,NA,NA
2008,American Samoa,DD,0,0,0,0,0,0,0,0,NA,NA
2008,American Samoa,All disabilities,981,0,981,0,0,0,981,0,NA,NA
2009,American Samoa,ID,5,0,0,0,0,0,NA,0,NA,NA
2009,American Samoa,HI,11,0,11,0,0,0,11,0,NA,NA
2009,American Samoa,SLI,25,0,25,0,0,0,25,0,NA,NA
2009,American Samoa,VI,NA,0,0,0,0,0,NA,0,NA,NA
2009,American Samoa,ED,0,0,0,0,0,0,0,0,NA,NA
2009,American Samoa,OI,0,0,0,0,0,0,0,0,NA,NA
2009,American Samoa,OHI,0,0,0,0,0,0,0,0,NA,NA
2009,American Samoa,SLD,851,0,851,0,0,0,851,0,NA,NA
2009,American Samoa,DB,NA,0,0,0,0,0,NA,0,NA,NA
2009,American Samoa,MI,30,0,30,0,0,0,30,0,NA,NA
2009,American Samoa,Aut,NA,0,0,0,0,0,NA,0,NA,NA
2009,American Samoa,TBI,0,0,0,0,0,0,0,0,NA,NA
2009,American Samoa,DD,0,0,0,0,0,0,0,0,NA,NA
2009,American Samoa,All disabilities,929,0,929,0,0,0,929,0,NA,NA
2010,American Samoa,ID,17,0,17,0,NA,NA,17,0,NA,NA
2010,American Samoa,HI,12,0,0,0,NA,NA,NA,NA,NA,NA
2010,American Samoa,SLI,52,NA,0,0,0,0,52,0,NA,NA
2010,American Samoa,VI,6,0,0,0,NA,NA,NA,NA,NA,NA
2010,American Samoa,ED,0,NA,0,0,NA,0,0,0,NA,NA
2010,American Samoa,OI,0,0,0,NA,0,NA,0,0,NA,NA
2010,American Samoa,OHI,NA,0,0,0,0,0,NA,0,NA,NA
2010,American Samoa,SLD,654,NA,NA,0,0,0,NA,0,NA,NA
2010,American Samoa,DB,NA,0,0,0,0,0,NA,NA,NA,NA
2010,American Samoa,MI,47,0,NA,0,NA,0,47,0,NA,NA
2010,American Samoa,Aut,NA,0,0,0,NA,0,NA,0,NA,NA
2010,American Samoa,TBI,NA,0,NA,NA,NA,0,NA,0,NA,NA
2010,American Samoa,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,American Samoa,All disabilities,793,NA,NA,0,0,0,793,0,NA,NA
2011,American Samoa,ID,12,NA,12,0,0,NA,NA,0,NA,NA
2011,American Samoa,HI,11,0,0,0,NA,0,NA,NA,NA,NA
2011,American Samoa,SLI,49,NA,0,0,0,0,49,0,NA,NA
2011,American Samoa,VI,NA,0,NA,0,NA,NA,NA,NA,NA,NA
2011,American Samoa,ED,0,0,0,0,NA,0,NA,0,NA,NA
2011,American Samoa,OI,0,0,0,NA,0,0,0,NA,NA,NA
2011,American Samoa,OHI,NA,0,0,0,0,0,NA,0,NA,NA
2011,American Samoa,SLD,634,0,633,0,0,0,NA,0,NA,NA
2011,American Samoa,DB,NA,0,0,0,0,0,NA,NA,NA,NA
2011,American Samoa,MI,55,0,0,0,NA,0,55,0,NA,NA
2011,American Samoa,Aut,NA,0,0,0,NA,0,NA,0,NA,NA
2011,American Samoa,TBI,NA,0,NA,NA,NA,0,NA,0,NA,NA
2011,American Samoa,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,American Samoa,All disabilities,771,0,NA,0,0,0,771,0,NA,NA
2012,American Samoa,All disabilities,768,0,765,0,0,NA,765,0,767,1
2012,American Samoa,Aut,8,0,6,0,0,NA,6,0,NA,NA
2012,American Samoa,DB,3,0,3,0,0,NA,3,0,NA,NA
2012,American Samoa,DD,0,0,0,0,0,NA,0,0,NA,NA
2012,American Samoa,ED,0,0,0,0,0,NA,0,0,NA,NA
2012,American Samoa,HI,5,0,5,0,0,NA,5,0,NA,NA
2012,American Samoa,ID,12,0,12,0,0,NA,12,0,NA,NA
2012,American Samoa,MI,47,0,47,0,0,NA,47,0,NA,NA
2012,American Samoa,OI,0,0,0,0,0,NA,0,0,NA,NA
2012,American Samoa,OHI,2,0,2,0,0,NA,2,0,NA,NA
2012,American Samoa,SLD,636,0,635,0,0,NA,635,0,NA,NA
2012,American Samoa,SLI,51,0,51,0,0,NA,51,0,NA,NA
2012,American Samoa,TBI,0,0,0,0,0,NA,0,0,NA,NA
2012,American Samoa,VI,4,0,4,0,0,NA,4,0,NA,NA
2013,American Samoa,All disabilities,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,Aut,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,DB,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,ED,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,HI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,ID,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,OI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,OHI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,SLD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,SLI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,TBI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,American Samoa,VI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,All disabilities,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,Aut,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,DB,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,ED,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,HI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,ID,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,OI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,OHI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,SLD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,SLI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,TBI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,American Samoa,VI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,American Samoa,All disabilities,616,0,NA,0,0,0,0,0,616,0
2015,American Samoa,Aut,6,0,NA,0,0,0,0,0,6,0
2015,American Samoa,DB,0,0,NA,0,0,0,0,0,0,0
2015,American Samoa,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,American Samoa,ED,0,0,NA,0,0,0,0,0,0,0
2015,American Samoa,HI,5,0,NA,0,0,0,0,0,5,0
2015,American Samoa,ID,7,0,NA,0,0,0,0,0,7,0
2015,American Samoa,MI,67,0,NA,0,0,0,0,0,67,0
2015,American Samoa,OI,2,0,NA,0,0,0,0,0,2,0
2015,American Samoa,OHI,2,0,NA,0,0,0,0,0,2,0
2015,American Samoa,SLD,518,0,NA,0,0,0,0,0,518,0
2015,American Samoa,SLI,3,0,NA,0,0,0,0,0,3,0
2015,American Samoa,TBI,0,0,NA,0,0,0,0,0,0,0
2015,American Samoa,VI,6,0,NA,0,0,0,0,0,6,0
2016,American Samoa,All disabilities,570,0,NA,0,0,0,0,0,570,0
2016,American Samoa,Aut,10,0,NA,0,0,0,0,0,10,0
2016,American Samoa,DB,0,0,NA,0,0,0,0,0,0,0
2016,American Samoa,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2016,American Samoa,ED,0,0,NA,0,0,0,0,0,0,0
2016,American Samoa,HI,4,0,NA,0,0,0,0,0,4,0
2016,American Samoa,ID,9,0,NA,0,0,0,0,0,9,0
2016,American Samoa,MI,62,0,NA,0,0,0,0,0,62,0
2016,American Samoa,OI,3,0,NA,0,0,0,0,0,3,0
2016,American Samoa,OHI,2,0,NA,0,0,0,0,0,2,0
2016,American Samoa,SLD,468,0,NA,0,0,0,0,0,468,0
2016,American Samoa,SLI,4,0,NA,0,0,0,0,0,4,0
2016,American Samoa,TBI,0,0,NA,0,0,0,0,0,0,0
2016,American Samoa,VI,8,0,NA,0,0,0,0,0,8,0
2017,American Samoa,All disabilities,599,0,NA,NA,0,0,0,0,599,0
2017,American Samoa,Aut,12,0,NA,NA,0,0,0,0,12,0
2017,American Samoa,DB,0,0,NA,NA,0,0,0,0,0,0
2017,American Samoa,DD,1,0,NA,NA,0,0,0,0,1,0
2017,American Samoa,ED,0,0,NA,NA,0,0,0,0,0,0
2017,American Samoa,HI,6,0,NA,NA,0,0,0,0,6,0
2017,American Samoa,ID,10,0,NA,NA,0,0,0,0,10,0
2017,American Samoa,MI,37,0,NA,NA,0,0,0,0,37,0
2017,American Samoa,OI,7,0,NA,NA,0,0,0,0,7,0
2017,American Samoa,OHI,0,0,NA,NA,0,0,0,0,0,0
2017,American Samoa,SLD,507,0,NA,NA,0,0,0,0,507,0
2017,American Samoa,SLI,9,0,NA,NA,0,0,0,0,9,0
2017,American Samoa,TBI,0,0,NA,NA,0,0,0,0,0,0
2017,American Samoa,VI,10,0,NA,NA,0,0,0,0,10,0
2018,American Samoa,All disabilities,505,0,500,0,0,NA,500,NA,505,0
2018,American Samoa,Aut,12,0,10,0,0,NA,10,NA,12,0
2018,American Samoa,DB,3,0,3,0,0,NA,3,NA,3,0
2018,American Samoa,DD,0,0,0,0,0,NA,0,NA,0,0
2018,American Samoa,ED,0,0,0,0,0,NA,0,NA,0,0
2018,American Samoa,HI,1,0,1,0,0,NA,1,NA,1,0
2018,American Samoa,ID,10,0,9,0,0,NA,9,NA,10,0
2018,American Samoa,MI,24,0,24,0,0,NA,24,NA,24,0
2018,American Samoa,OI,3,0,3,0,0,NA,3,NA,3,0
2018,American Samoa,OHI,0,0,0,0,0,NA,0,NA,0,0
2018,American Samoa,SLD,443,0,441,0,0,NA,441,NA,443,0
2018,American Samoa,SLI,4,0,4,0,0,NA,4,NA,4,0
2018,American Samoa,TBI,0,0,0,0,0,NA,0,NA,0,0
2018,American Samoa,VI,5,0,5,0,0,NA,5,NA,5,0
2005,Arizona,ID,8581,676,121,745,3675,3364,8581,NA,NA,NA
2005,Arizona,HI,1792,166,52,63,735,776,1792,NA,NA,NA
2005,Arizona,SLI,20247,1190,443,971,7279,10364,20247,NA,NA,NA
2005,Arizona,VI,555,76,13,29,183,254,555,NA,NA,NA
2005,Arizona,ED,8038,436,42,834,1608,5118,8038,NA,NA,NA
2005,Arizona,OI,666,41,16,32,209,368,666,NA,NA,NA
2005,Arizona,OHI,5298,201,70,363,1118,3546,5298,NA,NA,NA
2005,Arizona,SLD,59323,5565,505,3731,24727,24795,59323,NA,NA,NA
2005,Arizona,DB,77,6,0,5,25,41,77,NA,NA,NA
2005,Arizona,MI,2154,220,37,132,787,978,2154,NA,NA,NA
2005,Arizona,Aut,3287,77,106,191,758,2155,3287,NA,NA,NA
2005,Arizona,TBI,424,35,7,26,140,216,424,NA,NA,NA
2005,Arizona,DD,0,0,0,0,0,0,0,NA,NA,NA
2005,Arizona,All disabilities,110442,8689,1412,7122,41244,51975,110442,NA,NA,NA
2006,Arizona,ID,8622,673,136,749,3817,3247,8622,NA,NA,NA
2006,Arizona,HI,1807,151,66,65,788,737,1807,NA,NA,NA
2006,Arizona,SLI,20937,1219,459,987,7839,10433,20937,NA,NA,NA
2006,Arizona,VI,585,70,16,29,210,260,585,NA,NA,NA
2006,Arizona,ED,8137,458,68,847,1677,5087,8137,NA,NA,NA
2006,Arizona,OI,641,29,12,35,214,351,641,NA,NA,NA
2006,Arizona,OHI,5998,231,73,447,1346,3901,5998,NA,NA,NA
2006,Arizona,SLD,59034,5522,494,3868,25228,23922,59034,NA,NA,NA
2006,Arizona,DB,74,5,0,5,27,37,74,NA,NA,NA
2006,Arizona,MI,2324,257,44,140,856,1027,2324,NA,NA,NA
2006,Arizona,Aut,4001,102,142,235,925,2597,4001,NA,NA,NA
2006,Arizona,TBI,454,41,6,24,149,234,454,NA,NA,NA
2006,Arizona,DD,0,0,0,0,0,0,0,NA,NA,NA
2006,Arizona,All disabilities,112614,8758,1516,7431,43076,51833,112614,NA,NA,NA
2007,Arizona,ID,8048,623,138,689,3647,2951,8048,NA,NA,NA
2007,Arizona,HI,1577,127,60,61,631,698,1577,NA,NA,NA
2007,Arizona,SLI,20484,1202,441,1027,7928,9886,20484,NA,NA,NA
2007,Arizona,VI,579,64,NA,NA,202,268,534,NA,NA,NA
2007,Arizona,ED,7666,394,60,873,1608,4731,7666,NA,NA,NA
2007,Arizona,OI,810,49,18,42,272,429,810,NA,NA,NA
2007,Arizona,OHI,6899,295,81,496,1540,4487,6899,NA,NA,NA
2007,Arizona,SLD,55909,5006,495,3730,24623,22055,55909,NA,NA,NA
2007,Arizona,DB,6,NA,0,0,NA,NA,0,NA,NA,NA
2007,Arizona,MI,1873,181,41,106,681,864,1873,NA,NA,NA
2007,Arizona,Aut,4609,131,163,281,1097,2937,4609,NA,NA,NA
2007,Arizona,TBI,297,NA,NA,NA,NA,NA,0,NA,NA,NA
2007,Arizona,DD,0,0,0,0,0,0,0,NA,NA,NA
2007,Arizona,All disabilities,108757,8106,1515,7356,42326,49454,108757,NA,NA,NA
2008,Arizona,ID,8004,604,146,682,3659,2913,8004,NA,NA,NA
2008,Arizona,HI,1751,142,57,73,788,691,1751,NA,NA,NA
2008,Arizona,SLI,20982,1243,462,1061,8192,10024,20982,NA,NA,NA
2008,Arizona,VI,573,61,18,28,201,265,573,NA,NA,NA
2008,Arizona,ED,7932,453,71,918,1756,4734,7932,NA,NA,NA
2008,Arizona,OI,804,36,14,34,298,422,804,NA,NA,NA
2008,Arizona,OHI,7397,308,89,564,1734,4702,7397,NA,NA,NA
2008,Arizona,SLD,55832,5091,522,3906,24891,21422,55832,NA,NA,NA
2008,Arizona,DB,108,NA,NA,NA,40,46,108,NA,NA,NA
2008,Arizona,MI,1819,180,43,119,658,819,1819,NA,NA,NA
2008,Arizona,Aut,5256,153,184,310,1275,3334,5256,NA,NA,NA
2008,Arizona,TBI,307,NA,NA,NA,113,139,307,NA,NA,NA
2008,Arizona,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Arizona,All disabilities,110765,8311,1613,7725,43605,49511,110765,NA,NA,NA
2009,Arizona,ID,7888,629,158,704,3585,2812,7888,NA,NA,NA
2009,Arizona,HI,1642,122,59,80,741,640,1642,NA,NA,NA
2009,Arizona,SLI,20803,1213,498,1081,8304,9707,20803,NA,NA,NA
2009,Arizona,VI,555,55,18,28,183,271,555,NA,NA,NA
2009,Arizona,ED,8074,449,72,999,1843,4711,8074,NA,NA,NA
2009,Arizona,OI,797,27,14,38,295,423,797,NA,NA,NA
2009,Arizona,OHI,7889,342,104,618,1918,4907,7889,NA,NA,NA
2009,Arizona,SLD,55287,4943,550,3974,25223,20597,55287,NA,NA,NA
2009,Arizona,DB,99,NA,NA,NA,33,47,NA,NA,NA,NA
2009,Arizona,MI,1886,176,43,122,723,822,1886,NA,NA,NA
2009,Arizona,Aut,6223,175,205,394,1564,3885,6223,NA,NA,NA
2009,Arizona,TBI,335,37,NA,24,122,148,NA,NA,NA,NA
2009,Arizona,DD,48,NA,0,NA,16,25,NA,NA,NA,NA
2009,Arizona,All disabilities,111526,8179,1729,8073,44550,48995,111526,NA,NA,NA
2010,Arizona,ID,7617,566,156,666,3477,2695,7617,57,NA,NA
2010,Arizona,HI,1557,95,56,84,717,598,1557,NA,NA,NA
2010,Arizona,SLI,20115,1077,457,973,8231,9149,20115,228,NA,NA
2010,Arizona,VI,549,53,17,NA,178,270,549,NA,NA,NA
2010,Arizona,ED,7928,446,58,906,2019,4412,7928,87,NA,NA
2010,Arizona,OI,713,28,16,32,250,379,713,NA,NA,NA
2010,Arizona,OHI,8433,329,89,654,2177,5075,8433,109,NA,NA
2010,Arizona,SLD,53977,4588,523,3715,25394,19345,53977,412,NA,NA
2010,Arizona,DB,79,5,0,NA,30,37,79,0,NA,NA
2010,Arizona,MI,1970,171,44,123,782,832,1970,18,NA,NA
2010,Arizona,Aut,7095,199,236,438,1888,4252,7095,82,NA,NA
2010,Arizona,TBI,323,33,NA,23,120,139,323,5,NA,NA
2010,Arizona,DD,704,57,12,57,288,281,704,NA,NA,NA
2010,Arizona,All disabilities,111060,7647,1676,7696,45551,47464,111060,1026,NA,NA
2011,Arizona,ID,7379,551,154,642,3385,2572,7379,75,NA,NA
2011,Arizona,HI,1495,78,52,83,702,569,1495,NA,NA,NA
2011,Arizona,SLI,19670,1061,429,843,8169,8866,19670,302,NA,NA
2011,Arizona,VI,477,42,17,NA,160,226,477,NA,NA,NA
2011,Arizona,ED,7859,416,65,943,2045,4229,7859,161,NA,NA
2011,Arizona,OI,702,19,17,33,262,358,702,NA,NA,NA
2011,Arizona,OHI,8726,330,102,647,2356,5135,8726,156,NA,NA
2011,Arizona,SLD,52790,4380,495,3559,25245,18525,52790,586,NA,NA
2011,Arizona,DB,109,9,0,NA,49,45,109,NA,NA,NA
2011,Arizona,MI,2093,187,45,114,822,898,2093,NA,NA,NA
2011,Arizona,Aut,7876,227,253,477,2207,4586,7876,126,NA,NA
2011,Arizona,TBI,323,30,NA,23,118,146,323,NA,NA,NA
2011,Arizona,DD,2464,190,39,159,1179,852,2464,45,NA,NA
2011,Arizona,All disabilities,111963,7520,1682,7547,46699,47007,111963,1508,NA,NA
2012,Arizona,All disabilities,112895,7400,1736,7490,47871,46490,112895,1908,7967,104928
2012,Arizona,Aut,8639,272,287,522,2497,4881,8639,180,NA,NA
2012,Arizona,DB,130,9,2,6,58,54,130,1,NA,NA
2012,Arizona,DD,3937,288,59,242,1981,1282,3937,85,NA,NA
2012,Arizona,ED,7687,394,54,903,2037,4115,7687,184,NA,NA
2012,Arizona,HI,1461,79,58,74,690,547,1461,13,NA,NA
2012,Arizona,ID,7223,540,176,620,3305,2492,7223,90,NA,NA
2012,Arizona,MI,2151,187,53,125,897,861,2151,28,NA,NA
2012,Arizona,OI,664,19,24,22,233,356,664,10,NA,NA
2012,Arizona,OHI,9216,362,111,672,2556,5320,9216,195,NA,NA
2012,Arizona,SLD,52116,4196,500,3451,25352,17880,52116,737,NA,NA
2012,Arizona,SLI,18853,962,392,804,7986,8336,18853,373,NA,NA
2012,Arizona,TBI,336,45,3,24,111,149,336,4,NA,NA
2012,Arizona,VI,482,47,17,25,168,217,482,8,NA,NA
2013,Arizona,All disabilities,114523,7431,1787,7669,49450,45984,114523,2202,8940,105583
2013,Arizona,Aut,9385,315,315,565,2856,5111,9385,223,215,9170
2013,Arizona,DB,129,8,1,6,63,50,129,1,2,127
2013,Arizona,DD,4653,339,77,271,2366,1496,4653,104,929,3724
2013,Arizona,ED,7543,393,46,914,2019,3949,7543,222,146,7397
2013,Arizona,HI,1433,81,55,63,694,522,1433,18,53,1380
2013,Arizona,ID,7142,543,173,613,3349,2366,7142,98,242,6900
2013,Arizona,MI,2158,190,54,124,902,855,2158,33,52,2106
2013,Arizona,OI,642,19,18,21,247,332,642,5,35,607
2013,Arizona,OHI,9823,391,129,740,2878,5488,9823,197,369,9454
2013,Arizona,SLD,52446,4112,546,3549,25859,17510,52446,870,4537,47909
2013,Arizona,SLI,18322,942,353,754,7924,7930,18322,419,2331,15991
2013,Arizona,TBI,336,46,3,25,115,142,336,5,12,324
2013,Arizona,VI,511,52,17,24,178,233,511,7,17,494
2014,Arizona,All disabilities,116428,7458,1794,7730,51108,45733,116428,2605,8453,107975
2014,Arizona,Aut,10053,339,328,589,3157,5327,10053,313,215,9838
2014,Arizona,DB,124,10,0,4,60,48,124,2,0,124
2014,Arizona,DD,5129,355,83,323,2603,1628,5129,137,961,4168
2014,Arizona,ED,7563,362,44,896,2111,3908,7563,242,154,7409
2014,Arizona,HI,1391,83,56,60,691,475,1391,26,54,1337
2014,Arizona,ID,7031,527,170,597,3367,2260,7031,110,235,6796
2014,Arizona,MI,2189,188,56,118,935,845,2189,47,44,2145
2014,Arizona,OI,618,21,15,25,230,321,618,6,34,584
2014,Arizona,OHI,10439,420,127,784,3145,5694,10439,269,357,10082
2014,Arizona,SLD,53163,4166,535,3601,26628,17241,53163,992,4331,48832
2014,Arizona,SLI,17851,892,354,680,7856,7620,17851,449,2031,15820
2014,Arizona,TBI,340,47,3,23,121,142,340,4,13,327
2014,Arizona,VI,537,48,23,30,204,224,537,8,24,513
2015,Arizona,All disabilities,117264,7260,1780,7790,52111,45343,117264,2980,7822,109442
2015,Arizona,Aut,10652,350,352,630,3453,5518,10652,349,244,10408
2015,Arizona,DB,94,4,1,5,41,41,94,2,1,93
2015,Arizona,DD,5356,366,95,352,2653,1709,5356,181,898,4458
2015,Arizona,ED,7456,360,35,893,2156,3733,7456,279,128,7328
2015,Arizona,HI,1309,77,43,52,688,425,1309,24,58,1251
2015,Arizona,ID,7116,497,169,608,3527,2189,7116,126,234,6882
2015,Arizona,MI,2213,193,57,101,976,842,2213,44,42,2171
2015,Arizona,OI,585,17,16,29,226,288,585,9,32,553
2015,Arizona,OHI,10858,427,115,803,3384,5809,10858,320,346,10512
2015,Arizona,SLD,53083,4017,520,3582,26852,16977,53083,1135,4043,49040
2015,Arizona,SLI,17694,876,357,676,7834,7457,17694,494,1761,15933
2015,Arizona,TBI,335,33,3,24,134,134,335,7,20,315
2015,Arizona,VI,513,43,17,35,187,221,513,10,15,498
2016,Arizona,All disabilities,119695,7372,1808,7803,53830,45570,119695,3312,8270,111425
2016,Arizona,Aut,11378,394,369,630,3874,5706,11378,405,248,11130
2016,Arizona,DB,113,7,1,6,49,47,113,3,3,110
2016,Arizona,DD,5898,457,107,353,2932,1854,5898,195,965,4933
2016,Arizona,ED,7315,359,40,875,2171,3590,7315,280,131,7184
2016,Arizona,HI,1193,66,36,48,626,390,1193,27,62,1131
2016,Arizona,ID,7258,499,149,654,3608,2196,7258,152,227,7031
2016,Arizona,MI,2205,184,56,101,999,812,2205,53,33,2172
2016,Arizona,OI,574,27,16,30,222,269,574,10,38,536
2016,Arizona,OHI,11324,430,112,818,3660,5934,11324,370,360,10964
2016,Arizona,SLD,54059,4052,538,3557,27657,17015,54059,1240,4348,49711
2016,Arizona,SLI,17568,827,364,682,7734,7402,17568,559,1824,15744
2016,Arizona,TBI,316,35,3,18,128,125,316,7,16,300
2016,Arizona,VI,494,35,17,31,170,230,494,11,15,479
2017,Arizona,All disabilities,124185,7648,1916,8164,56003,46766,124185,3688,9376,114809
2017,Arizona,Aut,12311,430,400,699,4267,6069,12311,446,356,11955
2017,Arizona,DB,118,9,0,5,58,46,118,0,1,117
2017,Arizona,DD,6447,489,119,404,3143,2059,6447,233,1018,5429
2017,Arizona,ED,7551,370,46,895,2294,3651,7551,295,179,7372
2017,Arizona,HI,1239,80,37,48,648,397,1239,29,80,1159
2017,Arizona,ID,7462,527,153,662,3766,2196,7462,158,324,7138
2017,Arizona,MI,2190,166,55,100,1014,798,2190,57,44,2146
2017,Arizona,OI,550,26,16,24,207,260,550,17,36,514
2017,Arizona,OHI,12144,448,108,899,3964,6302,12144,423,450,11694
2017,Arizona,SLD,55643,4164,581,3681,28516,17304,55643,1397,4944,50699
2017,Arizona,SLI,17714,863,379,695,7820,7340,17714,617,1909,15805
2017,Arizona,TBI,312,37,5,20,118,124,312,8,9,303
