Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,California                                        ,Autism                             ,"2,374","3,590","3,777","9,741",38,"1,609",667,"3,416","4,011","3,983","3,843","3,613","3,503","3,266","2,918","21,126","2,780","2,654","2,341","2,187","1,826","1,454","13,242",873,481,344,262,"1,960","36,328",204,"5,479","3,214","10,820","16,611","46,069"
2007,California                                        ,Traumatic brain injury             ,12,31,30,73,         x,         x,         x,38,23,58,64,78,92,107,122,521,121,138,141,166,205,198,969,         x,         x,31,23,198,"1,688",         x,119,         x,759,591,"1,761"
2007,California                                        ,Developmental delay                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,0
2007,California                                        ,All disabilities                   ,"15,865","24,401","27,736","68,002",451,"6,491","4,490","32,858","23,712","34,386","40,324","45,529","50,799","51,283","51,666","273,987","51,586","50,816","49,207","49,214","49,464","47,765","298,052","19,443","5,603","3,323","2,494","30,863","602,902","5,377","38,186","70,656","291,087","197,596","670,904"
2007,Colorado                                          ,Mental retardation                 ,         x,         x,47,55,0,         x,         x,17,27,106,152,172,175,219,237,"1,061",207,246,292,287,283,294,"1,609",228,166,138,37,569,"3,239",53,58,417,"1,176","1,535","3,294"
2007,Colorado                                          ,Hearing impairments                ,63,73,63,199,         x,9,         x,67,118,97,102,101,109,113,108,630,96,101,101,119,106,103,626,55,25,18,5,103,"1,359",18,40,88,450,763,"1,558"
2007,Colorado                                          ,Speech or language impairments     ,"1,060","1,837","2,336","5,233",57,131,222,"1,639","3,184","2,875","2,639","2,225","1,757","1,361","1,057","11,914",814,623,505,383,370,280,"2,975",135,28,         x,         x,178,"15,067",254,413,"1,031","4,562","8,807","20,300"
2007,Colorado                                          ,Visual impairments                 ,         x,16,         x,39,0,         x,         x,9,27,31,23,26,         x,         x,         x,143,23,27,         x,29,         x,         x,144,         x,         x,         x,         x,38,325,         x,         x,         x,97,189,364
2007,Colorado                                          ,Emotional disturbance              ,         x,         x,26,32,         x,0,         x,7,20,126,239,372,439,491,594,"2,261",639,811,893,867,944,757,"4,911",404,123,58,19,604,"7,776",160,67,980,"1,536","5,033","7,808"
2007,Colorado                                          ,Orthopedic impairments             ,120,159,205,484,5,18,34,131,296,397,529,636,711,787,832,"3,892",841,895,810,829,833,654,"4,862",351,106,58,8,523,"9,277",136,141,661,"1,772","6,567","9,761"
2007,Colorado                                          ,Other health impairments           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Colorado                                          ,Specific learning disabilities     ,9,18,97,124,         x,         x,         x,45,73,493,"1,071","1,950","2,624","2,910","3,041","12,089","3,039","2,949","2,770","2,629","2,508","2,171","16,066","1,189",309,114,28,"1,640","29,795",563,383,"2,440","10,214","16,195","29,919"
2007,Colorado                                          ,Deaf-blindness                     ,         x,         x,         x,5,0,0,         x,         x,         x,         x,5,         x,         x,         x,         x,15,0,0,         x,0,         x,         x,7,         x,         x,         x,0,5,27,0,         x,         x,9,15,32
2007,Colorado                                          ,Multiple disabilities              ,12,23,63,98,         x,         x,6,36,50,143,153,180,202,202,192,"1,072",235,228,225,243,232,245,"1,408",186,175,150,41,552,"3,032",39,93,210,801,"1,889","3,130"
2007,Colorado                                          ,Autism                             ,59,83,131,273,         x,         x,11,50,203,204,191,205,190,162,148,"1,100",166,155,125,132,103,88,769,58,32,         x,         x,116,"1,985",         x,         x,111,259,"1,544","2,258"
2007,Colorado                                          ,Traumatic brain injury             ,         x,         x,15,21,0,0,         x,         x,         x,         x,20,         x,21,23,28,124,37,46,24,41,36,24,208,25,27,         x,         x,61,393,11,9,24,97,252,414
2007,Colorado                                          ,Developmental delay                ,"1,125","1,728","1,386","4,239",50,121,287,"1,263","2,518",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"4,239"
2007,Colorado                                          ,All disabilities                   ,"2,467","3,953","4,382","10,802",117,298,583,"3,274","6,530","4,490","5,124","5,885","6,250","6,293","6,259","34,301","6,097","6,081","5,770","5,559","5,438","4,640","33,585","2,651","1,004",587,147,"4,389","72,275","1,247","1,280","5,986","20,973","42,789","83,077"
2007,Connecticut                                       ,Mental retardation                 ,9,10,32,51,0,0,         x,         x,41,74,93,110,120,149,175,721,202,192,209,226,249,250,"1,328",220,172,169,37,598,"2,647",8,58,558,592,"1,431","2,698"
2007,Connecticut                                       ,Hearing impairments                ,21,26,36,83,0,7,6,11,59,40,53,45,57,55,51,301,48,59,55,61,54,45,322,36,12,         x,         x,52,675,         x,         x,102,155,381,758
2007,Connecticut                                       ,Speech or language impairments     ,489,829,"1,233","2,551",11,76,245,387,"1,832","1,971","1,781","1,581","1,316","1,067",907,"8,623",777,656,573,431,414,318,"3,169",115,21,         x,         x,141,"11,933",47,324,"1,861","2,392","7,309","14,484"
2007,Connecticut                                       ,Visual impairments                 ,6,9,9,24,0,0,         x,         x,20,16,14,15,18,20,16,99,         x,         x,17,16,26,24,102,12,8,         x,         x,23,224,         x,         x,43,45,127,248
2007,Connecticut                                       ,Emotional disturbance              ,0,5,14,19,0,         x,         x,6,8,52,107,144,240,286,331,"1,160",452,579,658,801,893,755,"4,138",329,132,66,19,546,"5,844",33,43,"1,319","1,322","3,127","5,863"
2007,Connecticut                                       ,Orthopedic impairments             ,         x,9,         x,17,         x,         x,0,         x,13,         x,         x,13,11,14,         x,         x,         x,11,8,         x,         x,         x,         x,         x,         x,0,0,         x,120,         x,         x,         x,         x,80,137
2007,Connecticut                                       ,Other health impairments           ,34,35,101,170,         x,         x,21,18,123,350,492,665,860,971,"1,005","4,343","1,040","1,158","1,139","1,129","1,193",963,"6,622",306,79,32,9,426,"11,391",60,103,"1,541","1,723","7,964","11,561"
2007,Connecticut                                       ,Specific learning disabilities     ,0,         x,         x,29,0,0,5,10,14,233,578,"1,221","1,780","2,057","2,264","8,133","2,218","2,332","2,233","2,224","2,117","1,973","13,097",748,133,59,9,949,"22,179",113,201,"3,766","4,747","13,352","22,208"
2007,Connecticut                                       ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,0,         x,0,5,5,0,         x,         x,         x,         x,         x,5,         x,         x,         x,         x,         x,         x,         x,0,         x,         x,0,         x,         x,         x,26,         x
2007,Connecticut                                       ,Multiple disabilities              ,18,16,49,83,0,         x,14,         x,54,102,114,145,191,166,167,885,178,181,173,186,192,159,"1,069",133,130,94,28,385,"2,339",10,64,425,428,"1,412","2,422"
2007,Connecticut                                       ,Autism                             ,121,185,281,587,         x,         x,74,72,403,378,381,387,369,340,288,"2,143",297,272,236,249,203,154,"1,411",94,77,61,14,246,"3,800",14,139,490,368,"2,789","4,387"
2007,Connecticut                                       ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,8,10,         x,8,38,8,8,9,12,9,12,58,         x,9,5,         x,21,117,0,6,15,23,73,         x
2007,Connecticut                                       ,Developmental delay                ,"1,325","1,609","1,106","4,040",14,147,567,930,"2,382",         x,         x,0,0,0,0,         x,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         x,         x,         x,         x,         x,20,         x
2007,Connecticut                                       ,All disabilities                   ,"2,028","2,736","2,896","7,660",30,278,942,"1,457","4,953","3,252","3,627","4,339","4,972","5,132","5,221","26,543","5,240","5,457","5,315","5,350","5,360","4,664","31,386","2,006",775,495,122,"3,398","61,327",291,986,"10,137","11,822","38,091","68,987"
2007,Delaware                                          ,Mental retardation                 ,13,47,91,151,         x,         x,57,20,65,101,105,92,134,153,153,738,131,169,163,158,145,175,941,108,69,47,13,237,"1,916",         x,         x,"1,016",162,714,"2,067"
2007,Delaware                                          ,Hearing impairments                ,8,15,13,36,0,0,12,5,19,9,17,27,32,23,21,129,23,21,16,20,17,19,116,11,         x,         x,0,21,266,0,12,77,38,139,302
2007,Delaware                                          ,Speech or language impairments     ,98,198,288,584,         x,         x,103,48,421,357,386,310,261,         x,         x,         x,44,25,11,         x,7,         x,         x,         x,         x,0,0,         x,"1,679",         x,         x,379,111,"1,146","2,263"
2007,Delaware                                          ,Visual impairments                 ,         x,5,         x,         x,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,6,         x,         x,         x,         x,         x,0,0,         x,41,0,         x,11,         x,25,         x
2007,Delaware                                          ,Emotional disturbance              ,0,         x,         x,9,0,0,         x,0,         x,11,29,47,60,58,81,286,66,86,78,108,110,83,531,32,         x,         x,0,47,864,8,9,350,44,453,873
2007,Delaware                                          ,Orthopedic impairments             ,13,14,29,56,0,0,20,5,31,17,33,26,32,30,19,157,42,28,21,30,31,24,176,13,         x,13,         x,39,372,         x,         x,102,37,226,428
2007,Delaware                                          ,Other health impairments           ,15,28,38,81,0,         x,21,         x,49,55,105,124,160,175,190,809,194,204,234,208,160,144,"1,144",69,15,7,0,91,"2,044",9,8,676,111,"1,240","2,125"
2007,Delaware                                          ,Specific learning disabilities     ,0,242,333,575,         x,         x,204,101,251,368,455,610,749,797,854,"3,833",851,870,815,839,865,743,"4,983",351,55,         x,         x,414,"9,230",30,74,"3,999","1,014","4,113","9,805"
